"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","4","1","0.000000","0","0"
"/Game/Props/Office/Desk/Mat_desk.Mat_desk","0","15","15","1","16.706034","0","0"
"/Game/Props/Office/Computer/Default_Material.Default_Material","0","15","15","1","17.274237","0","0"
"/Game/Props/Office/Computer/Mat_cpu.Mat_cpu","0","15","15","1","14.448075","0","0"
"/Game/Props/Kitchen/Table/Mat_Table.Mat_Table","0","15","15","1","12.741589","0","0"
"/Game/Props/Kitchen/Oven/Mat_Oven.Mat_Oven","0","15","15","1","12.582437","0","0"
"/Game/Props/Kitchen/Microwave/Mat_Microwave.Mat_Microwave","0","15","15","1","12.622684","0","0"
"/Game/Props/Kitchen/Fridge/Mat_Fridge.Mat_Fridge","0","15","15","1","12.418177","0","0"
"/Game/Props/Extinguishers/Black/BlackXT_Tank.BlackXT_Tank","0","15","15","1","11.887786","0","0"
"/Game/Props/Extinguishers/Black/BlackXT_Metal.BlackXT_Metal","0","15","15","1","11.540347","0","0"
"/Game/Props/Extinguishers/Black/BlackXT_Black.BlackXT_Black","0","15","15","1","12.464864","0","0"
"/Game/Props/Extinguishers/Black/BlackXT_Gauge.BlackXT_Gauge","0","15","15","1","12.366494","0","0"
"/Game/Props/Backyard/PlantPot1/Mat_PlantPot1.Mat_PlantPot1","0","15","15","1","11.804398","0","0"
"/Game/Props/Backyard/PicnicTable/Mat_PicnincTable.Mat_PicnincTable","0","15","15","1","11.334385","0","0"
"/Game/Props/Backyard/PicnicBench/Mat_PicnicBench.Mat_PicnicBench","0","15","15","1","13.260859","0","0"
"/Game/Props/Extinguishers/Black/BlackXT_Glass.BlackXT_Glass","0","31","31","1","33.092331","0","0"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","0","10","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","38","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","22","22","1","13.475175","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","24","1","0.000000","0","0"
"/Game/HouseModules/TechoGrande/Techo_de_Madera.Techo_de_Madera","0","15","15","1","18.243853","0","0"
"/Game/HouseModules/TechoGrande/MATERIAL-TECHO.MATERIAL-TECHO","0","15","15","1","12.379567","0","0"
"/Game/HouseModules/Pillar/MATERIAL-PILARES.MATERIAL-PILARES","0","15","15","1","15.823971","0","0"
"/Game/HouseModules/ParedConVentanaPeque?a/MATERIAL-MARCOS.MATERIAL-MARCOS","0","15","15","1","11.429118","0","0"
"/Game/HouseModules/ParedConVentanaPeque?a/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","11.991668","0","0"
"/Game/HouseModules/ParedConVentanaPeque?a/MATERIAL-CRISTAL.MATERIAL-CRISTAL","0","15","15","1","12.114709","0","0"
"/Game/HouseModules/ParedConVentanaGrande/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","17.320854","0","0"
"/Game/HouseModules/ParedConVentanaGrande/MATERIAL-CRISTAL.MATERIAL-CRISTAL","0","15","15","1","11.271997","0","0"
"/Game/HouseModules/ParedConVentanaGrande/MATERIAL-MARCOS.MATERIAL-MARCOS","0","15","15","1","10.977850","0","0"
"/Game/HouseModules/ParedConMarcoDePuerta/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","34.016026","0","0"
"/Game/HouseModules/ParedConMarcoDePuerta/MATERIAL-MARCOS.MATERIAL-MARCOS","0","15","15","1","34.563934","0","0"
"/Game/HouseModules/Esquina1Metro/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","26.292269","0","0"
"/Game/HouseModules/Esquina0_5Metros/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","28.670807","0","0"
"/Game/HouseModules/3M/MATERIAL-PARED.MATERIAL-PARED","0","15","15","1","24.957823","0","0"
"/Game/HouseModules/1M/MATERIAL-PARED.MATERIAL-PARED","0","24","24","1","34.032581","0","0"
"/Game/HouseModules/0_5M/MATERIAL-PARED.MATERIAL-PARED","0","24","24","1","22.573116","0","0"
